num,imdb_id,number_of _posters
11538,tt3239928,8
11539,tt1661820,19
11540,tt3305308,27
11541,tt1572306,4
11542,tt3812366,7
11543,tt3950078,46
11544,tt4284020,2
11545,tt2486678,16
11546,tt3336368,30
11547,tt0163025,42
11548,tt3062320,1
11549,tt3139538,7
11550,tt3655522,13
11551,tt2720680,30
11552,tt2714410,1
11553,tt2784512,12
11554,tt2535470,17
11555,tt3622120,16
11556,tt4357170,6
11557,tt2338424,18
11558,tt2626090,9
11559,tt3007302,4
11560,tt3398268,33
11561,tt4136056,5
11562,tt6215208,5
11563,tt3685218,7
11564,tt2822742,12
11565,tt0268978,45
11566,tt2841572,7
11567,tt3884528,4
11568,tt3132632,6
11569,tt0212985,44
11570,tt2914892,31
11571,tt0146316,35
11572,tt2766004,1
11573,tt4209900,2
11574,tt2725962,14
11575,tt2800400,3
11576,tt1690455,8
11577,tt3006814,9
11578,tt4430992,9
11579,tt3455740,11
11580,tt3962828,5
11581,tt2246565,4
11582,tt0032156,4
11583,tt3585004,13
11584,tt3200980,7
11585,tt4176750,2
11586,tt3904176,1
11587,tt3488462,8
11588,tt3328716,12
11589,tt2378401,3
11590,tt3759416,55
11591,tt2622874,9
11592,tt1945044,12
11593,tt4227032,1
11594,tt3407428,15
11595,tt3846324,2
11596,tt4292554,7
11597,tt3715598,1
11598,tt2656588,4
11599,tt3168808,1
11600,tt2980472,12
11601,tt2572632,8
11602,tt2406572,1
11603,tt0240462,17
11604,tt2722786,6
11605,tt1384925,8
11606,tt2287993,2
11607,tt2929890,6
11608,tt2094034,2
11609,tt3894190,9
11610,tt0227538,17
11611,tt3003800,4
11612,tt3182590,2
11613,tt3504542,3
11614,tt3717532,9
11615,tt0265086,62
11616,tt2392672,6
11617,tt4094916,1
11618,tt1441953,19
11619,tt2390630,2
11620,tt3130776,7
11621,tt0247638,33
11622,tt0084740,5
11623,tt0100201,11
11624,tt1640718,14
11625,tt3626804,5
11626,tt4103404,4
11627,tt2593224,7
11628,tt3204144,16
11629,tt1745787,17
11630,tt3995006,4
11631,tt2192016,5
11632,tt3709678,5
11633,tt6447448,1
11634,tt2718314,7
11635,tt2093990,6
11636,tt3202098,4
11637,tt0091541,25
11638,tt1056036,8
11639,tt3499048,9
11640,tt2634200,2
11641,tt3339674,11
11642,tt2145829,19
11643,tt4271820,6
11644,tt4489160,2
11645,tt3185602,5
11646,tt3313072,2
11647,tt3687186,5
11648,tt3465916,18
11649,tt0259711,25
11650,tt3219604,2
11651,tt0230600,35
11652,tt3294200,14
11653,tt2574576,5
11654,tt0250494,19
11655,tt3163304,9
11656,tt0265029,11
11657,tt3483194,4
11658,tt2189418,1
11659,tt3561348,6
11660,tt3194410,7
11661,tt1735462,9
11662,tt3635920,1
11663,tt3904754,3
11664,tt2517300,3
11665,tt3717068,6
11666,tt3790610,4
11667,tt0051624,1
11668,tt3202408,3
11669,tt3202120,9
11670,tt3400872,1
11671,tt3254796,5
11672,tt3538328,2
11673,tt4412240,3
11674,tt3290440,3
11675,tt3362914,3
11676,tt3752930,7
11677,tt3465456,12
11678,tt3956312,1
11679,tt2415728,1
11680,tt3967356,1
11681,tt2168000,3
11682,tt3896016,2
11683,tt3331846,25
11684,tt2818178,10
11685,tt3379814,5
11686,tt3218580,7
11687,tt3138166,3
11688,tt0900387,23
11689,tt3717510,1
11690,tt2151739,2
11691,tt3697626,18
11692,tt2827708,4
11693,tt3638686,0
11694,tt3365778,10
11695,tt3170902,9
11696,tt3970482,8
11697,tt2461030,3
11698,tt2923780,6
11699,tt3510452,8
11700,tt6632338,1
11701,tt3469440,4
11702,tt2899768,4
11703,tt3147106,2
11704,tt1929449,4
11705,tt0112346,16
11706,tt3480942,1
11707,tt6332764,3
11708,tt2611390,8
11709,tt2371158,5
11710,tt0400146,1
11711,tt2974520,1
11712,tt2471960,0
11713,tt0239395,21
11714,tt2936978,1
11715,tt2962726,25
11716,tt3089778,10
11717,tt3661798,7
11718,tt4294052,16
11719,tt3469910,22
11720,tt3186946,4
11721,tt2521700,1
11722,tt4063314,3
11723,tt5098836,1
11724,tt3900206,6
11725,tt3136752,10
11726,tt3098306,11
11727,tt2255787,3
11728,tt0244379,0
11729,tt3305316,15
11730,tt2857458,11
11731,tt3529612,0
11732,tt3894188,4
11733,tt4028876,2
11734,tt2822584,2
11735,tt2516274,3
11736,tt3877718,10
11737,tt3558642,2
11738,tt3812402,7
11739,tt2340650,6
11740,tt3273636,8
11741,tt2316801,43
11742,tt2406306,3
11743,tt2422276,1
11744,tt4164462,1
11745,tt3564806,3
11746,tt3779818,1
11747,tt2316627,3
11748,tt3228360,3
11749,tt5132262,0
11750,tt3596492,3
11751,tt0420931,1
11752,tt4008606,1
11753,tt3140100,27
11754,tt3691930,1
11755,tt2414040,10
11756,tt0080388,13
11757,tt4157940,3
11758,tt4313646,5
11759,tt3519272,8
11760,tt3157466,4
11761,tt3574218,2
11762,tt0080311,1
11763,tt2664712,13
11764,tt3400980,5
11765,tt3344928,2
11766,tt3433632,8
11767,tt3288166,3
11768,tt2851314,4
11769,tt3604582,2
11770,tt3175888,2
11771,tt3828116,1
11772,tt3478536,2
11773,tt4404240,2
11774,tt2176690,7
11775,tt2937158,1
11776,tt1989435,3
11777,tt1997621,0
11778,tt3500528,4
11779,tt4373888,4
11780,tt3832158,3
11781,tt3455796,3
11782,tt4036488,2
11783,tt2064891,1
11784,tt3626180,2
11785,tt3704298,6
11786,tt2886926,1
11787,tt3913550,2
11788,tt3726156,2
11789,tt3053860,5
11790,tt0077138,4
11791,tt4105264,4
11792,tt3974790,4
11793,tt2480454,6
11794,tt3726220,10
11795,tt2557952,4
11796,tt0109627,3
11797,tt3597448,4
11798,tt3382512,1
11799,tt0116213,38
11800,tt5997928,4
11801,tt3220528,3
11802,tt3983642,1
11803,tt3725224,5
11804,tt2998378,0
11805,tt4119030,4
11806,tt0072087,5
11807,tt0230011,52
11808,tt0268397,16
11809,tt0212720,44
11810,tt0139654,35
11811,tt0243155,43
11812,tt0257106,30
11813,tt0227445,14
11814,tt0256380,25
11815,tt0244244,36
11816,tt0236493,17
11817,tt0231775,6
11818,tt1486834,32
11819,tt0266987,29
11820,tt0209475,17
11821,tt0159273,25
11822,tt0120855,49
11823,tt0248667,21
11824,tt0203009,26
11825,tt0183790,38
11826,tt0255798,15
11827,tt0260866,17
11828,tt0221027,27
11829,tt0265666,21
11830,tt0242445,18
11831,tt0215750,37
11832,tt0272152,26
11833,tt0240890,29
11834,tt0035423,14
11835,tt0249478,18
11836,tt0196229,24
11837,tt0267804,24
11838,tt0329954,1
11839,tt0280707,7
11840,tt0125022,18
11841,tt0277027,26
11842,tt0180734,7
11843,tt0263488,24
11844,tt1924440,1
11845,tt0277371,24
11846,tt0271027,30
11847,tt0265632,10
11848,tt0247425,8
11849,tt0265087,14
11850,tt0250720,7
11851,tt2380181,1
11852,tt0211915,47
11853,tt0132245,17
11854,tt0161083,14
11855,tt0173840,32
11856,tt0120681,33
11857,tt0285742,21
11858,tt0278488,13
11859,tt0261392,17
11860,tt0238948,5
11861,tt0200027,16
11862,tt0255819,8
11863,tt1937449,12
11864,tt1854236,21
11865,tt0268995,17
11866,tt0244970,13
11867,tt0245686,17
11868,tt0246544,18
11869,tt0231402,13
11870,tt0209144,46
11871,tt0238112,9
11872,tt0230838,22
11873,tt2218003,26
11874,tt0252501,12
11875,tt0225071,14
11876,tt0250310,6
11877,tt2043893,1
11878,tt2386278,10
11879,tt0279889,13
11880,tt0269341,7
11881,tt0107616,13
11882,tt2084989,9
11883,tt0206314,24
11884,tt0242998,16
11885,tt6743404,1
11886,tt2106537,5
11887,tt0237572,13
11888,tt0234829,7
11889,tt0239948,11
11890,tt0247745,14
11891,tt1858481,12
11892,tt0221218,11
11893,tt0273799,6
11894,tt1850397,34
11895,tt0235679,7
11896,tt0202470,8
11897,tt0250224,12
11898,tt0218922,19
11899,tt0184791,8
11900,tt0264796,10
11901,tt2306745,3
11902,tt2073520,2
11903,tt0236348,9
11904,tt2444946,1
11905,tt0240515,9
11906,tt1817276,8
11907,tt2073086,8
11908,tt2621000,5
11909,tt1885300,8
11910,tt0253798,9
11911,tt1763264,29
11912,tt2007360,5
11913,tt2099788,2
11914,tt1686821,38
11915,tt2243389,22
11916,tt0181739,5
11917,tt0246989,12
11918,tt0236784,19
11919,tt2709606,1
11920,tt2051879,20
11921,tt0192071,11
11922,tt1824254,5
11923,tt2377938,1
11924,tt0120824,12
11925,tt2070852,1
11926,tt2625030,16
11927,tt2132285,32
11928,tt2179116,24
11929,tt0192111,11
11930,tt0290332,6
11931,tt0245429,51
11932,tt0250323,7
11933,tt2635622,5
11934,tt1893326,2
11935,tt0228333,26
11936,tt0256524,12
11937,tt2055765,16
11938,tt0166110,4
11939,tt2274570,11
11940,tt0166924,45
11941,tt2450186,13
11942,tt1596753,5
11943,tt2734552,1
11944,tt2706264,1
11945,tt0203119,8
11946,tt0762138,8
11947,tt0245120,10
11948,tt1911662,26
11949,tt0108432,24
11950,tt2244901,23
11951,tt2532528,9
11952,tt2332579,11
11953,tt2404555,3
11954,tt0168645,0
11955,tt0141907,6
11956,tt2401007,1
11957,tt1828970,14
11958,tt0162346,21
11959,tt0263728,3
11960,tt2677816,3
11961,tt2229848,3
11962,tt0239949,10
11963,tt2662710,3
11964,tt2341766,2
11965,tt2294677,11
11966,tt1985019,21
11967,tt2195548,11
11968,tt2463288,27
11969,tt0166276,9
11970,tt2318527,10
11971,tt1483324,15
11972,tt2235779,22
11973,tt2403029,18
11974,tt2505938,4
11975,tt2282662,2
11976,tt1684548,5
11977,tt2094018,17
11978,tt2071550,6
11979,tt2083294,1
11980,tt0245712,21
11981,tt0227005,6
11982,tt0258470,9
11983,tt2085759,1
11984,tt2545118,13
11985,tt1974254,5
11986,tt2088883,1
11987,tt2315226,8
11988,tt0088944,52
11989,tt2447934,6
11990,tt2072220,17
11991,tt2182001,8
11992,tt2910520,4
11993,tt2194599,12
11994,tt1978524,4
11995,tt2282917,1
11996,tt2010939,2
11997,tt0189192,21
11998,tt2355540,4
11999,tt2201548,5
12000,tt1992193,5
12001,tt0199342,1
12002,tt2309224,20
12003,tt2171867,15
12004,tt2301155,7
12005,tt2347144,11
12006,tt2354181,7
12007,tt2842470,2
12008,tt2027140,23
12009,tt2222394,4
12010,tt0250371,5
12011,tt2178256,5
12012,tt2261749,6
12013,tt2215537,3
12014,tt2406676,4
12015,tt2927068,4
12016,tt2436516,8
12017,tt2610798,4
12018,tt2241605,5
12019,tt2381618,2
12020,tt0098375,5
12021,tt2368938,1
12022,tt0118589,3
12023,tt2272336,9
12024,tt2806788,4
12025,tt0258038,4
12026,tt0218619,7
12027,tt2370248,24
12028,tt2520398,1
12029,tt2229511,7
12030,tt1540767,11
12031,tt0248845,4
12032,tt2103267,21
12033,tt2430104,2
12034,tt1462901,7
12035,tt0210299,1
12036,tt2511428,15
12037,tt2094890,5
12038,tt1662293,7
12039,tt2084953,4
12040,tt0239986,5
12041,tt2033981,4
12042,tt2364949,5
12043,tt0085575,7
12044,tt0234354,6
12045,tt2082155,2
12046,tt0185284,4
12047,tt2710614,2
12048,tt3041334,1
12049,tt1951216,12
12050,tt2504022,5
12051,tt0246578,47
12052,tt2480784,4
12053,tt2359810,8
12054,tt1778924,4
12055,tt2309021,16
12056,tt2312890,12
12057,tt1865346,9
12058,tt2246724,2
12059,tt2027064,9
12060,tt2363471,6
12061,tt2184331,6
12062,tt0283509,11
12063,tt1654523,23
12064,tt2356180,10
12065,tt2224004,16
12066,tt2825924,3
12067,tt2969656,9
12068,tt2412556,2
12069,tt0270259,2
12070,tt2554648,3
12071,tt1797487,13
12072,tt1807944,8
12073,tt1618432,2
12074,tt0268200,1
12075,tt2404181,24
12076,tt0182000,6
12077,tt0189133,1
12078,tt2101570,14
12079,tt1196956,22
12080,tt5073632,1
12081,tt2421416,7
12082,tt0229340,3
12083,tt2282016,7
12084,tt2489734,2
12085,tt1894476,23
12086,tt0193560,3
12087,tt2112124,9
12088,tt2650054,2
12089,tt2345112,27
12090,tt2119463,1
12091,tt0107594,5
12092,tt2294965,6
12093,tt2545088,4
12094,tt0122548,1
12095,tt2016940,27
12096,tt2304953,18
12097,tt1718898,4
12098,tt2610862,1
12099,tt2507128,1
12100,tt2392634,1
12101,tt2419284,4
12102,tt2461034,2
12103,tt2852400,13
12104,tt2113075,7
12105,tt2018086,8
12106,tt2345567,14
12107,tt2404461,28
12108,tt1700845,19
12109,tt3116072,1
12110,tt2908228,5
12111,tt2499414,14
12112,tt2215151,6
12113,tt3203890,4
12114,tt2495118,18
12115,tt2466830,2
12116,tt2186781,5
12117,tt2147728,6
12118,tt0242193,12
12119,tt1705111,1
12120,tt2492916,4
12121,tt1986769,3
12122,tt1780798,12
12123,tt2537176,20
12124,tt2205904,8
12125,tt2988272,2
12126,tt2392326,20
12127,tt1100089,39
12128,tt0222851,14
12129,tt2166880,4
12130,tt0469021,10
12131,tt0261983,6
12132,tt2387408,9
12133,tt2165859,10
12134,tt3053378,2
12135,tt5980746,4
12136,tt0253126,5
12137,tt0177650,5
12138,tt0233699,1
12139,tt1758595,31
12140,tt2710368,2
12141,tt2503154,7
12142,tt0307109,2
12143,tt2359427,3
12144,tt0032831,1
12145,tt3429740,1
12146,tt1785669,9
12147,tt1638364,8
12148,tt2275802,3
12149,tt1686042,8
12150,tt1874513,2
12151,tt2247432,3
12152,tt2717558,9
12153,tt2172985,25
12154,tt2576450,6
12155,tt0243844,1
12156,tt2849498,7
12157,tt1872102,5
12158,tt0022877,10
12159,tt2328549,8
12160,tt2013293,28
12161,tt1067765,10
12162,tt3231010,7
12163,tt3195742,1
12164,tt2212008,29
12165,tt2887322,4
12166,tt0061107,34
12167,tt2689966,6
12168,tt0168446,2
12169,tt2844994,5
12170,tt2383068,16
12171,tt2364975,22
12172,tt2692904,27
12173,tt2275471,2
12174,tt1785612,1
12175,tt3025712,5
12176,tt1462411,5
12177,tt3204696,3
12178,tt3175936,4
12179,tt1992156,7
12180,tt2654562,1
12181,tt1999987,15
12182,tt3042926,6
12183,tt3008014,4
12184,tt2354215,8
12185,tt3106868,5
12186,tt0083906,7
12187,tt3309662,5
12188,tt1356790,2
12189,tt2217458,9
12190,tt2231138,13
12191,tt1833673,7
12192,tt2188560,1
12193,tt0072976,7
12194,tt0155197,1
12195,tt0228277,1
12196,tt1663207,24
12197,tt3004544,7
12198,tt2652476,9
12199,tt1826753,7
12200,tt0252866,34
12201,tt0164334,24
12202,tt0179626,20
12203,tt1825157,27
12204,tt0233142,26
12205,tt2130136,2
12206,tt2258345,37
12207,tt2390962,4
12208,tt1675759,3
12209,tt2821088,9
12210,tt3165608,12
12211,tt2481246,1
12212,tt3091552,6
12213,tt0244000,6
12214,tt2140577,9
12215,tt2012665,7
12216,tt0108211,14
12217,tt2779318,7
12218,tt2281159,6
12219,tt2379318,9
12220,tt2451742,1
12221,tt2130282,3
12222,tt1029231,12
12223,tt3066270,4
12224,tt2210463,14
12225,tt1545660,10
12226,tt2340784,3
12227,tt1621046,8
12228,tt1847746,8
12229,tt0218817,20
12230,tt2187115,10
12231,tt0409379,21
12232,tt1714915,33
12233,tt2708254,6
12234,tt1924396,30
12235,tt2331143,15
12236,tt2210834,12
12237,tt2405792,2
12238,tt0170016,36
12239,tt2275794,9
12240,tt2437954,1
12241,tt1817287,5
12242,tt0162222,37
12243,tt3155604,6
12244,tt2306538,0
12245,tt2059171,21
12246,tt2381319,3
12247,tt2111392,10
12248,tt1838520,11
12249,tt2179035,3
12250,tt2289538,14
12251,tt0060758,6
12252,tt1450321,31
12253,tt2976920,3
12254,tt2925642,3
12255,tt2352488,6
12256,tt2355495,15
12257,tt0120755,45
12258,tt2665182,4
12259,tt1445208,9
12260,tt2106550,14
12261,tt0172495,68
12262,tt3089388,4
12263,tt2555268,3
12264,tt1385956,4
12265,tt2852470,7
12266,tt2635006,6
12267,tt2741806,6
12268,tt2265179,5
12269,tt0177971,30
12270,tt2515164,2
12271,tt2171875,9
12272,tt2304426,10
12273,tt2992152,1
12274,tt2322482,3
12275,tt2343158,4
12276,tt2852458,10
12277,tt2093270,14
12278,tt2039345,23
12279,tt0386862,2
12280,tt2017561,14
12281,tt2316411,39
12282,tt2286990,16
12283,tt0212338,41
12284,tt2125480,4
12285,tt2362991,5
12286,tt2651214,4
12287,tt1935156,13
12288,tt2298384,18
12289,tt2222584,1
12290,tt2184287,13
12291,tt2936174,4
12292,tt2420006,5
12293,tt2332883,7
12294,tt2568472,1
12295,tt2388759,7
12296,tt1765968,1
12297,tt2915160,12
12298,tt3074780,2
12299,tt3404140,4
12300,tt2987732,19
12301,tt0116820,2
12302,tt2463512,7
12303,tt2371834,12
12304,tt2714900,8
12305,tt2960450,3
12306,tt0175142,31
12307,tt2279922,10
12308,tt2312616,1
12309,tt2167715,4
12310,tt1937118,21
12311,tt2309961,10
12312,tt2380331,17
12313,tt1828959,14
12314,tt3204012,4
12315,tt2375574,11
12316,tt2200144,3
12317,tt3513054,11
12318,tt0161081,27
12319,tt2806908,2
12320,tt1787067,3
12321,tt2406252,16
12322,tt2101307,7
12323,tt3505950,1
12324,tt1697064,8
12325,tt2609222,8
12326,tt2328922,6
12327,tt2789532,5
12328,tt2659190,5
12329,tt2167056,1
12330,tt0130623,51
12331,tt2406422,1
12332,tt2129887,7
12333,tt2325517,5
12334,tt2752200,26
12335,tt1885299,6
12336,tt0107062,1
12337,tt2330270,1
12338,tt1515208,1
12339,tt1954315,29
12340,tt1821641,28
12341,tt1816608,11
12342,tt2403961,10
12343,tt1531924,10
12344,tt0075345,2
12345,tt2333804,39
12346,tt2231630,8
12347,tt2393799,2
12348,tt1464191,9
12349,tt3281074,2
12350,tt2004432,20
12351,tt2319580,27
12352,tt0195685,22
12353,tt2351310,14
12354,tt2132374,10
12355,tt2043933,20
12356,tt1634003,26
12357,tt2387513,5
12358,tt2343793,33
12359,tt2901736,5
12360,tt0160127,33
12361,tt2507458,1
12362,tt2207050,12
12363,tt2853614,14
12364,tt2215077,4
12365,tt0181865,20
12366,tt2324384,9
12367,tt2403981,3
12368,tt0144528,20
12369,tt2313896,3
12370,tt0023938,2
12371,tt2405372,2
12372,tt1951095,11
12373,tt2567712,28
12374,tt2165236,12
12375,tt2073121,5
12376,tt2232578,5
12377,tt1847750,3
12378,tt2006181,2
12379,tt2361110,1
12380,tt2176786,5
12381,tt0208003,26
12382,tt3321144,1
12383,tt1745710,2
12384,tt3057836,1
12385,tt2450440,13
12386,tt2536436,10
12387,tt2404738,23
12388,tt2250380,1
12389,tt0065163,17
12390,tt2338062,10
12391,tt2186566,9
12392,tt2545338,1
12393,tt2072933,10
12394,tt0061005,6
12395,tt2314374,3
12396,tt2301592,6
12397,tt2492664,11
12398,tt4775814,2
12399,tt1545754,18
12400,tt2474438,10
12401,tt2871116,6
12402,tt2852376,17
12403,tt0210945,24
12404,tt3064532,1
12405,tt0193373,1
12406,tt2855026,2
12407,tt0187393,42
12408,tt0074148,6
12409,tt0096438,44
12410,tt2822400,5
12411,tt2932606,2
12412,tt0120885,15
12413,tt1717715,12
12414,tt2731398,3
12415,tt3249158,4
12416,tt2436452,2
12417,tt2261434,4
12418,tt2732932,6
12419,tt2207072,15
12420,tt2530936,1
12421,tt2576852,34
12422,tt1528071,36
12423,tt2942522,9
12424,tt2503358,4
12425,tt2064745,3
12426,tt2418372,3
12427,tt0100133,9
12428,tt2511670,3
12429,tt2353767,17
12430,tt3074610,3
12431,tt2992220,2
12432,tt2466654,1
12433,tt2524674,13
12434,tt3119416,5
12435,tt2733258,8
12436,tt2095713,2
12437,tt3244512,4
12438,tt3100636,9
12439,tt0046478,11
12440,tt2385195,5
12441,tt0212346,44
12442,tt2409302,7
12443,tt2994904,1
12444,tt3103576,9
12445,tt2268458,22
12446,tt2361700,11
12447,tt2679680,4
12448,tt2191082,8
12449,tt2139555,21
12450,tt2597718,4
12451,tt2395417,8
12452,tt0119345,26
12453,tt2401715,9
12454,tt3062880,13
12455,tt1937269,11
12456,tt3013258,8
12457,tt0071571,7
12458,tt2938740,1
12459,tt0056141,3
12460,tt2991092,4
12461,tt3016266,3
12462,tt2465578,19
12463,tt0217869,43
12464,tt2481198,9
12465,tt2361846,4
12466,tt5473330,1
12467,tt1772845,1
12468,tt2991224,14
12469,tt1935742,7
12470,tt1439558,3
12471,tt3374966,6
12472,tt2290113,1
12473,tt3142234,1
12474,tt2668134,25
12475,tt3146360,16
12476,tt0089866,3
12477,tt0183505,28
12478,tt0186566,20
12479,tt3302498,2
12480,tt2249278,4
12481,tt2896898,5
12482,tt2989326,2
12483,tt2962826,1
12484,tt0131335,3
12485,tt0088255,3
12486,tt0059727,9
12487,tt0078867,5
12488,tt3077818,4
12489,tt2427892,18
12490,tt2896036,11
12491,tt4162910,6
12492,tt8045446,1
12493,tt3154822,1
12494,tt2524568,5
12495,tt2875926,6
12496,tt3712554,1
12497,tt1937504,1
12498,tt0120917,58
12499,tt2204540,1
12500,tt2249221,21
12501,tt2289526,4
12502,tt0134084,28
12503,tt3313066,1
12504,tt3074758,3
12505,tt2386257,2
12506,tt1411956,4
12507,tt2719094,4
12508,tt2368672,40
12509,tt2591814,12
12510,tt3438354,5
12511,tt3078242,6
12512,tt2356464,5
12513,tt3438608,3
12514,tt1430622,4
12515,tt2658428,8
12516,tt3103334,2
12517,tt2510700,1
12518,tt3072182,3
12519,tt2198235,1
12520,tt3089442,2
12521,tt0141926,17
12522,tt0213203,8
12523,tt0218967,20
12524,tt0162650,10
12525,tt0012349,28
12526,tt0215129,12
12527,tt0190865,23
12528,tt0204946,21
12529,tt0160797,19
12530,tt0209958,29
12531,tt0183523,20
12532,tt0200550,37
12533,tt0120910,20
12534,tt0184907,5
12535,tt0190138,26
12536,tt0195945,9
12537,tt0184894,20
12538,tt1311071,25
12539,tt0165929,28
12540,tt0181536,15
12541,tt0138749,24
12542,tt0203019,26
12543,tt0242423,21
12544,tt0190590,52
12545,tt0186151,28
12546,tt0191397,15
12547,tt0210234,8
12548,tt0163978,33
12549,tt0185431,13
12550,tt0134847,50
12551,tt0236388,5
12552,tt0230030,35
12553,tt0174480,23
12554,tt0171433,7
12555,tt0186894,9
12556,tt0162983,10
12557,tt0158622,9
12558,tt0192614,25
12559,tt0146309,16
12560,tt0216216,29
12561,tt0032406,3
12562,tt0156812,10
12563,tt0198021,9
12564,tt0223897,24
12565,tt0219653,10
12566,tt0122459,16
12567,tt0228750,14
12568,tt0181875,22
12569,tt0146984,15
12570,tt0060176,24
12571,tt0054290,2
12572,tt0037627,5
12573,tt1707391,9
12574,tt1230215,8
12575,tt1659343,18
12576,tt1682186,7
12577,tt0160009,19
12578,tt0208092,43
12579,tt0163983,8
12580,tt0204626,19
12581,tt0199725,6
12582,tt0146882,20
12583,tt0229260,13
12584,tt2104994,3
12585,tt1975159,13
12586,tt0056412,19
12587,tt1675313,3
12588,tt0171580,13
12589,tt0184858,30
12590,tt1956697,7
12591,tt2070862,9
12592,tt3646944,6
12593,tt0249462,16
12594,tt0204175,16
12595,tt0185183,14
12596,tt2130242,2
12597,tt0192731,13
12598,tt0186975,8
12599,tt0185014,9
12600,tt2073128,8
12601,tt1894561,6
12602,tt2124074,5
12603,tt1996346,4
12604,tt0142688,38
12605,tt1183919,12
12606,tt2125423,5
12607,tt2191721,1
12608,tt2008513,5
12609,tt2128441,1
12610,tt1034314,36
12611,tt0245280,3
12612,tt1849718,2
12613,tt1656179,2
12614,tt1815708,11
12615,tt1484521,4
12616,tt0218839,12
12617,tt0208874,10
12618,tt0199753,22
12619,tt1535421,1
12620,tt0196216,22
12621,tt0210616,7
12622,tt2321249,2
12623,tt0091621,6
12624,tt0068883,7
12625,tt1959550,1
12626,tt0181984,16
12627,tt0160484,13
12628,tt1800669,1
12629,tt1550557,1
12630,tt1776086,3
12631,tt1907639,5
12632,tt0811137,2
12633,tt1650058,2
12634,tt0120662,16
12635,tt1649444,46
12636,tt0205461,6
12637,tt0404978,37
12638,tt1796503,2
12639,tt1827578,4
12640,tt0149624,8
12641,tt2063666,10
12642,tt1516577,1
12643,tt2073029,8
12644,tt2125666,4
12645,tt1845773,5
12646,tt1695405,7
12647,tt1395025,10
12648,tt2129930,1
12649,tt1540933,1
12650,tt2319889,7
12651,tt0865561,1
12652,tt0217630,11
12653,tt0186045,4
12654,tt2294729,3
12655,tt2103227,1
12656,tt0114996,10
12657,tt2130321,5
12658,tt2063781,11
12659,tt1438173,17
12660,tt2082232,2
12661,tt0190374,13
12662,tt1595656,23
12663,tt0156841,9
12664,tt0208988,18
12665,tt1980986,3
12666,tt1954352,6
12667,tt2006040,13
12668,tt1954204,1
12669,tt2062996,4
12670,tt2359085,1
12671,tt0075040,3
12672,tt0134983,10
12673,tt2040560,15
12674,tt1753813,19
12675,tt1783798,3
12676,tt0073817,6
12677,tt0835418,12
12678,tt1853643,11
12679,tt2014338,7
12680,tt2077851,7
12681,tt0213790,5
12682,tt1820488,10
12683,tt2243393,6
12684,tt1989593,2
12685,tt2241069,1
12686,tt2062961,2
12687,tt2120152,4
12688,tt1966604,14
12689,tt1872818,11
12690,tt2124803,7
12691,tt1839492,34
12692,tt1995260,4
12693,tt1560479,1
12694,tt0144964,11
12695,tt0217756,6
12696,tt1975249,14
12697,tt2186731,1
12698,tt1746264,2
12699,tt0195234,20
12700,tt4178092,26
12701,tt0195778,10
12702,tt1734548,7
12703,tt1634286,3
12704,tt0188640,11
12705,tt1690540,6
12706,tt0219952,7
12707,tt0259974,8
12708,tt0203230,5
12709,tt0058576,9
12710,tt2077833,3
12711,tt0202402,7
12712,tt1822381,2
12713,tt0183659,9
12714,tt0052667,6
12715,tt0062151,13
12716,tt0052749,4
12717,tt0057400,4
12718,tt2085930,13
12719,tt2122340,2
12720,tt1834234,3
12721,tt1728986,4
12722,tt1426329,26
12723,tt2207006,1
12724,tt0189998,12
12725,tt0180073,12
12726,tt1748224,4
12727,tt0156323,6
12728,tt1907731,6
12729,tt2205591,2
12730,tt1734586,1
12731,tt0167203,4
12732,tt1433811,18
12733,tt1986953,5
12734,tt1937222,1
12735,tt2304583,2
12736,tt2062969,12
12737,tt2063011,11
12738,tt0181151,15
12739,tt0112281,22
12740,tt2125490,4
12741,tt0202677,8
12742,tt2005153,2
12743,tt1604589,2
12744,tt2091398,2
12745,tt1726750,1
12746,tt6978268,2
12747,tt0094889,13
12748,tt1321862,14
12749,tt1588886,1
12750,tt1276419,33
12751,tt1758610,9
12752,tt1308756,2
12753,tt2124908,6
12754,tt1736049,2
12755,tt1945062,8
12756,tt2141717,2
12757,tt2016894,6
12758,tt2239400,1
12759,tt2215366,5
12760,tt1729226,8
12761,tt2140315,3
12762,tt2073016,7
12763,tt1641975,7
12764,tt1536410,22
12765,tt2347497,7
12766,tt2359137,3
12767,tt3249478,1
12768,tt0176783,9
12769,tt0206420,8
12770,tt1674057,12
12771,tt2093067,1
12772,tt1375669,6
12773,tt1846487,10
12774,tt2366450,7
12775,tt0159097,16
12776,tt1654829,8
12777,tt1415016,1
12778,tt0134630,11
12779,tt1816518,18
12780,tt2139843,9
12781,tt2093109,2
12782,tt2036376,11
12783,tt2044729,13
12784,tt1389096,40
12785,tt1783732,14
12786,tt2187972,1
12787,tt0902348,1
12788,tt1684925,5
12789,tt1541153,1
12790,tt0165831,3
12791,tt2275549,1
12792,tt0220099,32
12793,tt2367996,6
12794,tt1918886,1
12795,tt2573426,2
12796,tt1132449,20
12797,tt2090447,1
12798,tt1754546,2
12799,tt0166175,11
12800,tt2231554,12
12801,tt1979172,7
12802,tt1754853,5
12803,tt1562899,5
12804,tt2132324,9
12805,tt1949548,4
12806,tt0168629,19
12807,tt0048204,13
12808,tt2343266,2
